values,16psk
0.001737815,16psk
0,16psk
-0.001841092,16psk
0,16psk
0.001574499,16psk
0,16psk
0.000220636,16psk
0,16psk
-0.000841793,16psk
0,16psk
0.000735055,16psk
0,16psk
0.002244852,16psk
0,16psk
-0.003184074,16psk
0,16psk
0.002505919,16psk
0,16psk
0.000571094,16psk
0,16psk
-0.003354205,16psk
0,16psk
0.003322608,16psk
0,16psk
0.004152135,16psk
0,16psk
-0.008309749,16psk
0,16psk
0.006196153,16psk
0,16psk
0.001267353,16psk
0,16psk
-0.019270089,16psk
0,16psk
0.026894998,16psk
0,16psk
0.03787742,16psk
0,16psk
-0.10833587,16psk
0,16psk
-0.046854656,16psk
0,16psk
0.4997379,16psk
0,16psk
1.0493203,16psk
0,16psk
1.1078116,16psk
0,16psk
0.96458805,16psk
0,16psk
0.9725808,16psk
0,16psk
1.0217358,16psk
0,16psk
0.9982085,16psk
0,16psk
0.9962692,16psk
0,16psk
1.0077854,16psk
0,16psk
0.99831337,16psk
0,16psk
0.9961531,16psk
0,16psk
1.0058199,16psk
0,16psk
0.9989047,16psk
0,16psk
0.9999595,16psk
0,16psk
1.0026598,16psk
0,16psk
1.0002204,16psk
0,16psk
0.9987408,16psk
0,16psk
1.0033073,16psk
0,16psk
0.9992552,16psk
0,16psk
1.0008909,16psk
0,16psk
1.0013168,16psk
0,16psk
1.0007277,16psk
0,16psk
0.99947584,16psk
0,16psk
1.0024655,16psk
0,16psk
0.99947584,16psk
0,16psk
1.0024655,16psk
0,16psk
0.99947584,16psk
0,16psk
1.0024655,16psk
0,16psk
0.99947584,16psk
0,16psk
1.0024656,16psk
0,16psk
0.99947584,16psk
0,16psk
1.0024655,16psk
0,16psk
0.99947584,16psk
0,16psk
1.0024655,16psk
0,16psk
0.99947584,16psk
0,16psk
1.0024655,16psk
0,16psk
0.99947584,16psk
0,16psk
1.0024656,16psk
0,16psk
0.99947584,16psk
0,16psk
1.0024655,16psk
0,16psk
0.99947584,16psk
0,16psk
1.0024655,16psk
0,16psk
0.99947584,16psk
0,16psk
1.0024655,16psk
0,16psk
0.99947584,16psk
0,16psk
1.0024656,16psk
0,16psk
0.99947584,16psk
0,16psk
1.0024655,16psk
0,16psk
0.99947584,16psk
0,16psk
1.0024655,16psk
0,16psk
0.99947584,16psk
0,16psk
1.0024655,16psk
0,16psk
0.99947584,16psk
0,16psk
1.0024656,16psk
0,16psk
0.99947584,16psk
0,16psk
1.0024655,16psk
0,16psk
0.99947584,16psk
0,16psk
1.0024655,16psk
0,16psk
0.99947584,16psk
0,16psk
1.0024655,16psk
0,16psk
0.99947584,16psk
0,16psk
1.0024656,16psk
0,16psk
0.99947584,16psk
0,16psk
1.0024655,16psk
0,16psk
0.99947584,16psk
0,16psk
1.0024655,16psk
0,16psk
0.99947584,16psk
0,16psk
1.0024655,16psk
0,16psk
0.99947584,16psk
0,16psk
1.0024656,16psk
0,16psk
0.99947584,16psk
0,16psk
1.0024655,16psk
0,16psk
0.99947584,16psk
0,16psk
1.0024655,16psk
0,16psk
0.99947584,16psk
0,16psk
1.0024655,16psk
0,16psk
0.99947584,16psk
0,16psk
1.0024656,16psk
0,16psk
0.99947584,16psk
0,16psk
1.0024655,16psk
0,16psk
0.99947584,16psk
0,16psk
1.0024655,16psk
0,16psk
0.99947584,16psk
0,16psk
1.0024655,16psk
0,16psk
0.99947584,16psk
0,16psk
1.0024656,16psk
0,16psk
0.99947584,16psk
0,16psk
1.0024655,16psk
0,16psk
0.99947584,16psk
0,16psk
1.0024655,16psk
0,16psk
0.99947584,16psk
0,16psk
1.0024655,16psk
0,16psk
0.99947584,16psk
0,16psk
1.0024656,16psk
0,16psk
0.99947584,16psk
0,16psk
1.0024655,16psk
0,16psk
0.99947584,16psk
0,16psk
1.0024655,16psk
0,16psk
0.99947584,16psk
0,16psk
1.0024655,16psk
0,16psk
0.99947584,16psk
0,16psk
1.0024656,16psk
0,16psk
0.99947584,16psk
0,16psk
1.0024655,16psk
0,16psk
0.99947584,16psk
0,16psk
1.0024655,16psk
0,16psk
0.99947584,16psk
0,16psk
1.0024655,16psk
0,16psk
0.99947584,16psk
0,16psk
1.0024656,16psk
0,16psk
0.99947584,16psk
0,16psk
1.0024655,16psk
0,16psk
0.99947584,16psk
0,16psk
1.0024655,16psk
0,16psk
0.99947584,16psk
0,16psk
1.0024655,16psk
0,16psk
0.99947584,16psk
0,16psk
1.0024656,16psk
0,16psk
0.99947584,16psk
0,16psk
1.0024655,16psk
0,16psk
0.99947584,16psk
0,16psk
1.0024655,16psk
0,16psk
0.99947584,16psk
0,16psk
1.0024655,16psk
0,16psk
0.99947584,16psk
0,16psk
1.0024656,16psk
0,16psk
0.99947584,16psk
0,16psk
1.0024655,16psk
0,16psk
0.99947584,16psk
0,16psk
1.0024655,16psk
0,16psk
0.99947584,16psk
0,16psk
1.0024655,16psk
0,16psk
0.99947584,16psk
0,16psk
1.0024656,16psk
0,16psk
0.99947584,16psk
0,16psk
1.0024655,16psk
0,16psk
0.99947584,16psk
0,16psk
1.0024655,16psk
0,16psk
0.99947584,16psk
0,16psk
1.0024655,16psk
0,16psk
0.99947584,16psk
0,16psk
1.0024656,16psk
0,16psk
0.99947584,16psk
0,16psk
1.0024655,16psk
0,16psk
0.99947584,16psk
0,16psk
1.0024655,16psk
0,16psk
0.99947584,16psk
0,16psk
1.0024655,16psk
0,16psk
0.99947584,16psk
0,16psk
1.0024656,16psk
0,16psk
0.99947584,16psk
0,16psk
1.0024655,16psk
0,16psk
0.99947584,16psk
0,16psk
1.0024655,16psk
0,16psk
0.99947584,16psk
0,16psk
1.0024655,16psk
0,16psk
0.99947584,16psk
0,16psk
1.0024656,16psk
0,16psk
0.99947584,16psk
0,16psk
1.0024655,16psk
0,16psk
0.99947584,16psk
0,16psk
1.0024655,16psk
0,16psk
0.99947584,16psk
0,16psk
1.0024655,16psk
0,16psk
0.99947584,16psk
0,16psk
1.0024656,16psk
0,16psk
0.99947584,16psk
0,16psk
1.0024655,16psk
0,16psk
